GeneSymbol	counts
TIMM44	7
ELAVL1	16
CCL25	0
FBN3	12
CERS4	38
CD320	5
NDUFA7	478
RPS28	90
KANK3	2
ANGPTL4	394
RAB11B-AS1	1
MIR4999	0
RAB11B	2728
MARCHF2	21
HNRNPM	145
PRAM1	42
ZNF414	456
MYO1F	2
ADAMTS10	27
NFILZ	0
ACTL9	19
OR2Z1	10
ZNF558	33
MBD3L1	0
MUC16	82
OR1M1	2
OR7G2	2
OR7G1	0
OR7G3	0
ZNF317	134
OR7D2	1
OR7D4	0
OR7E24	0
ZNF699	2
ZNF559	8
ZNF559-ZNF177	0
ZNF177	0
NA	0
ZNF266	195
LOC105372269	0
ZNF560	0
ZNF426	215
ZNF426-DT	0
ZNF121	6
ZNF561	14
ZNF561-AS1	0
ZNF562	26
ZNF812P	4
ZNF846	8
LOC100505555	0
FBXL12	9
UBL5	4
PIN1	9
OLFM2	1
COL5A3	47
RDH8	0
NA	0
MIR5589	0
C3P1	0
SHFL	486
ANGPTL6	7
PPAN	0
PPAN-P2RY11	0
SNORD105	0
SNORD105B	1
P2RY11	1
EIF3G	1707
DNMT1	22
S1PR2	95
MIR4322	0
MRPL4	110
ICAM1	47
ICAM4	786
ICAM5	367
ZGLP1	4
FDX2	23
RAVER1	15
ICAM3	3
TYK2	990
CDC37	41
MIR1181	0
PDE4A	13
KEAP1	2
S1PR5	0
ATG4D	0
MIR1238	0
KRI1	0
CDKN2D	7
AP1M2	406
SLC44A2	23
ILF3-DT	0
ILF3	41
QTRT1	41
DNM2	2
MIR638	0
MIR4748	0
MIR199A1	0
MIR6793	0
TMED1	10
C19orf38	0
CARM1	403
YIPF2	6
TIMM29	0
SMARCA4	63
LDLR	60
MIR6886	0
SPC24	1
KANK2	17
DOCK6	14
ANGPTL8	1
TSPAN16	0
RAB3D	42
TMEM205	774
CCDC159	26
PLPPR2	15
SWSAP1	130
EPOR	314
RGL3	14
ODAD3	0
PRKCSH	2269
ELAVL3	0
ZNF653	114
MIR7974	0
ECSIT	4
CNN1	12
ELOF1	351
ACP5	1508
ZNF627	50
HNRNPA1P10	2
ZNF833P	8
ZNF823	80
ZNF441	108
ZNF491	24
ZNF440	8
ZNF439	6
ZNF69	18
ZNF700	194
ZNF763	10
ZNF433	11
ZNF878	7
ZNF844	166
ZNF788P	51
ZNF625-ZNF20	0
ZNF20	0
ZNF625	0
ZNF136	10
LOC100289333	3
NA	0
ZNF44	922
ZNF563	121
ZNF442	0
NA	11
ZNF799	6
ZNF443	14
ZNF709	343
ZNF564	89
ZNF490	216
ZNF791	152
MAN2B1	4
WDR83	3
WDR83OS	10
DHPS	30
GNG14	0
FBXW9	1
TNPO2	29
SNORD41	0
TRIR	25
GET3	702
BEST2	0
HOOK2	8
MIR5684	0
JUNB	11833
PRDX2	107
RNASEH2A	130
RTBDN	0
MAST1	0
MIR6794	0
DNASE2	8
KLF1	0
GCDH	143
SYCE2	4
MIR5695	0
FARSA	948
CALR	8223
MIR6515	0
RAD23A	5880
GADD45GIP1	48
DAND5	0
NFIX	1044
LYL1	6
TRMT1	6
NACC1	629
STX10	685
IER2	1
CACNA1A	0
YJU2B	43
MRI1	16
C19orf53	624
ZSWIM4	7
MIR23AHG	7
MIR24-2	0
MIR27A	0
MIR23A	0
MIR181C	0
MIR181D	1
NANOS3	1
BRME1	0
CC2D1A	587
PODNL1	88
DCAF15	9
RFX1	790
RLN3	0
IL27RA	4
PALM3	43
MISP3	78
MIR1199	0
C19orf67	0
SAMD1	262
PRKACA	246
ASF1B	0
ADGRL1-AS1	0
ADGRL1	99
ADGRE5	983
DDX39A	12
PKN1	26
PTGER1	12
GIPC1	38
DNAJB1	5
TECR	38
MIR639	0
NDUFB7	436
CLEC17A	4
ADGRE3	8
ZNF333	0
ADGRE2	204
OR7C1	0
OR7A5	1
OR7A10	0
OR7A17	2
OR7C2	0
SLC1A6	0
TEKTL1	0
CASP14	0
OR1I1	0
SYDE1	463
ILVBL	65
NOTCH3	1171
MIR6795	0
EPHX3	5
BRD4	69
AKAP8	2
AKAP8L	11
WIZ	100
MIR1470	0
RASAL3	167
PGLYRP2	0
CYP4F22	0
CYP4F8	0
CYP4F3	10
CYP4F12	51
OR10H2	0
OR10H3	0
CYP4F24P	10
OR10H5	1
OR10H1	7
UCA1	0
CLEC4OP	0
CYP4F2	0
CYP4F11	1
OR10H4	2
LINC00661	0
LINC00905	0
TPM4	45
RAB8A	17
HSH2D	8
CIB3	0
FAM32A	10
AP1M1	57
KLF2	43
EPS15L1	20
CALR3	0
C19orf44	3
CHERP	14
SLC35E1	2397
MED26	42
SMIM7	1736
TMEM38A	2
NWD1	2
SIN3B	103
F2RL3	30
CPAMD8	0
HAUS8	0
MYO9B	49
USE1	456
OCEL1	115
NR2F6	4
USHBP1	5
BABAM1	55
ANKLE1	2
ABHD8	132
MRPL34	4
DDA1	129
ANO8	89
GTPBP3	10
PLVAP	15
NA	0
BST2	312
BISPR	6
MVB12A	5
TMEM221	2
NXNL1	0
SLC27A1	6
PGLS	14
NIBAN3	48
COLGALT1	953
UNC13A	1
MAP1S	8
FCHO1	2
B3GNT3	3
INSL3	2
JAK3	47
RPL18A	96
SNORA68	32856
SLC5A5	30
CCDC124	871
KCNN1	0
ARRDC2	37
IL12RB1	19
MAST3	55
PIK3R2	590
IFI30	50
MPV17L2	4
RAB3A	148
PDE4C	103
CIST1	1
IQCN	2
JUND	3305
MIR3188	0
LSM4	19
PGPEP1	4
GDF15	179
MIR3189	0
LRRC25	7
SSBP4	2
ISYNA1	5
ELL	2
FKBP8	12
KXD1	831
UBA52	84
REX1BD	4
CRLF1	89
TMEM59L	0
KLHL26	53
CRTC1	374
COMP	276
UPF1	531
CERS1	0
GDF1	0
COPE	1534
DDX49	7
HOMER3	791
SUGP2	662
ARMC6	11
SLC25A42	1
TMEM161A	44
BORCS8-MEF2B	0
MEF2B	0
BORCS8	0
RFXANK	43
NR2C2AP	0
NCAN	0
HAPLN4	0
TM6SF2	0
SUGP1	84
MAU2	392
GATAD2A	1196
MIR640	0
TSSK6	2
NDUFA13	54
YJEFN3	1
CILP2	1
PBX4	158
LPAR2	107
GMIP	163
ATP13A1	14
ZNF101	151
ZNF14	92
LINC00663	6
ZNF506	1558
ZNF253	9
ZNF93	14
ZNF682	2
ZNF90	286
ZNF486	278
ERVS71-1	0
NA	0
ZNF826P	18
MIR1270	0
ZNF737	826
ZNF626	614
ZNF85	174
ZNF430	429
ZNF714	29
ZNF431	54
ZNF708	98
ZNF738	48
ZNF493	36
LINC00664	0
ZNF429	32
LOC400682	38
ZNF100	81
CCNYL6	13
ZNF43	165
ZNF208	130
ZNF257	84
ZNF676	10
ZNF729	1
ZNF98	1
LOC105376917	0
LOC101929124	0
LINC01233	0
GOLGA2P9	0
LOC100996349	0
LINC01785	0
ZNF492	13
ZNF99	2
ZNF728	1
LINC01859	0
LINC01858	0
ZNF730	2
ZNF724	1
IPO5P1	0
ZNF91	291
LINC01224	0
ZNF675	164
ZNF681	1
RPSA2	49
NA	0
ZNF726	18
LOC100505851	0
ZNF254	197
HAVCR1P1	28
ERVK-19	0
LINC00662	0
LINC02987	0
LOC100420587	0
NA	0
LOC102724908	0
LINC00906	0
LOC102724958	0
LINC01532	0
UQCRFS1	6
VSTM2B-DT	0
VSTM2B	0
POP4	110
PLEKHF1	0
C19orf12	1
CCNE1	15
URI1	777
ZNF536	0
TSHZ3	2
NA	0
NA	0
LINC03103	0
LINC01533	0
LINC01782	1
ZNF507	1
DPY19L3-DT	0
DPY19L3	567
PDCD5	6
ANKRD27	2
NUDT19	7
RGS9BP	0
TDRD12	0
SLC7A9	0
CEP89	18
FAAP24	5
RHPN2	287
GPATCH1	75
WDR88	0
TRT-AGT1-3	0
LRP3	233
SLC7A10	1
CEBPA	25
CEBPA-DT	252
CEBPG	28
PEPD	57
CHST8	24
KCTD15	107
LSM14A	5
GARRE1	22
GPI	2737
PDCD2L	111
UBA2	14
WTIP	362
SCGB1B2P	6
SCGB2B2	1
SCGB2B3P	0
ZNF302	0
ZNF181	24
ZNF599	3
LINC01801	9
LINC00904	0
ZNF30-AS1	0
ZNF30	2
ZNF792	123
GRAMD1A	22
SCN1B	220
HPN	26
HPN-AS1	0
FXYD3	1
MIR6887	0
LGI4	3
FXYD1	24
FXYD7	1
FXYD5	216
FAM187B	0
LSR	203
USF2	1819
HAMP	0
MAG	0
CD22	5
MIR5196	0
FFAR1	1
FFAR3	0
LINC01531	0
FFAR2	9
KRTDAP	8
DMKN	17
SBSN	0
GAPDHS	1
TMEM147-AS1	0
TMEM147	18
ATP4A	0
LINC01766	0
HAUS5	12
RBM42	231
ETV2	0
COX6B1	61
UPK1A	0
UPK1A-AS1	0
ZBTB32	1
KMT2B	211
IGFLR1	7
U2AF1L4	1
PSENEN	11
LIN37	6
HSPB6	369
PROSER3	9
ARHGAP33	5
LINC01529	0
PRODH2	0
NPHS1	1
KIRREL2	2
APLP1	1
NFKBID	112
HCST	13
TYROBP	13302
LRFN3	15
NA	0
SDHAF1	137
SYNE4	111
ALKBH6	5
LOC101927572	0
CLIP3	873
THAP8	92
WDR62	1
OVOL3	0
POLR2I	47
TBCB	206
CAPNS1	879
COX7A1	232
ZNF565	3
ZNF146	0
NA	0
NA	0
LOC100134317	25
LINC00665	115
ZFP14	1
ZFP82	17
LOC644189	29
ZNF566	8
ZNF566-AS1	0
ZNF260	536
ZNF529	2
ZNF529-AS1	0
ZNF382	15
ZNF461	8
ZNF567-DT	0
ZNF567	159
ZNF850	4
LOC728485	0
ZNF790-AS1	5
ZNF790	0
ZNF345	2
ZNF829	0
ZNF568	42
ZNF420	126
ZNF585A	142
ZNF585B	21
ZNF383	78
LINC01535	0
LOC284412	21
ZNF875	15
ZNF527	63
ZNF569	2
ZNF570	3
ZNF793-AS1	0
ZNF793	200
ZNF571-AS1	0
ZNF540	0
ZNF571	593
ZFP30	44
ZNF781	1
ZNF607	24
ZNF573	72
LOC644554	1
WDR87BP	0
WDR87	0
SIPA1L3	9
DPF1	0
PPP1R14A	183
SPINT2	92
YIF1B	6
C19orf33	0
KCNK6	53
CATSPERG	22
PSMD8	3062
GGN	6
SPRED3	8
FAM98C	380
RASGRP4	182
RYR1	0
MAP4K1	6
EIF3K	380
ACTN4	3002
CAPN12	40
LGALS7	0
LGALS7B	0
LGALS4	51
ECH1	5
HNRNPL	43
RINL	0
SIRT2	73
NFKBIB	5
CCER2	0
SARS2	10
MRPS12	0
FBXO17	0
FBXO27	14
ACP7	2
PAK4	49
NCCRP1	0
SYCN	0
IFNL3	0
IFNL4	0
IFNL2	0
IFNL1	0
LRFN1	2
GMFG	0
SAMD4B	90
PAF1	1679
MED29	12
ZFP36	601
MIR4530	0
TRI-TAT1-1	0
PLEKHG2	30
RPS16	358
SUPT5H	105
TIMM50	2
DLL3	0
SELENOV	0
EID2B	20
EID2	209
LGALS13	0
LOC100129935	0
LGALS16	0
LGALS17A	0
LGALS14	0
CLC	8
LEUTX	0
DYRK1B	136
MIR6719	0
FBL	1347
FCGBP	106
PSMC4	39
ZNF546	3
ZNF780B	1882
ZNF780A	1862
MAP3K10	146
TTC9B	0
CCNP	0
AKT2	223
MIR641	0
C19orf47	0
PLD3	3261
MIR6796	0
HIPK4	0
PRX	6
SERTAD1	3
SERTAD3	2
SERTAD3-AS1	0
BLVRB	706
SPTBN4	0
SHKBP1	8
LTBP4	248
NUMBL	14
COQ8B	15
ITPKC	35
ACTMAP	2
SNRPA	28
MIA	0
MIA-RAB4B	0
RAB4B-EGLN2	0
RAB4B	0
EGLN2	0
CYP2A6	0
CYP2A7	0
CYP2G1P	0
CYP2B7P	2907
CYP2B6	0
CYP2A13	15
CYP2F1	18
NA	0
CYP2S1	49
AXL	98
HNRNPUL1	1098
CCDC97	561
TGFB1	76
B9D2	2
TMEM91	2
EXOSC5	175
BCKDHA	2
B3GNT8	0
DMAC2	6
ERICH4	0
PCAT19	0
LINC01480	0
CEACAM21	41
CEACAM4	57
CEACAM7	0
CEACAM5	19
CEACAM6	2852
CEACAM3	24
LYPD4	0
DMRTC2	0
RPS19	72
MIR6797	0
CD79A	623
ARHGEF1	6
ERFL	0
RABAC1	7
ATP1A3	0
GRIK5	108
ZNF574	6
POU2F2	391
LNROP	6
MIR4323	0
DEDD2	0
ZNF526	4
GSK3A	22
ERF	4
CIC	1586
PAFAH1B3	7
PRR19	2
TMEM145	2
MEGF8	32
MIR8077	0
CNFN	0
LOC101930071	0
LIPE-AS1	171
LIPE	83
CXCL17	2218
CEACAM1	8
CEACAM8	0
PSG3	0
PSG8	0
PSG8-AS1	0
PSG10P	0
PSG1	0
PSG6	1
PSG7	0
PSG11	0
PSG5	0
PSG2	0
PSG4	1
LOC284344	0
PSG9	0
PRG1	3
CD177	13
TEX101	0
LYPD3	2
PHLDB3	2
ETHE1	2
ZNF575	20
XRCC1	220
PINLYP	64
IRGQ	51
ZNF576	6
ZNF428	21
SRRM5	38
CADM4	90
PLAUR	72
LOC105372412	0
IRGC	0
SMG9	10
KCNN4	740
LYPD5	0
ZNF283	1
ZNF404	10
LOC100505715	0
NA	0
ZNF45	2
ZNF221	8
ZNF155	14
ZNF230-DT	0
ZNF230	89
ZNF222	8
ZNF223	77
ZNF284	10
ZNF224	631
ZNF225-AS1	0
ZNF225	2
ZNF234	120
ZNF226	15
ZNF227	2
ZNF233	0
ZNF235	93
ZNF112	23
ZNF285	5
ZNF229	0
ZNF180	50
CEACAM20	0
CEACAM22P	0
IGSF23	0
PVR	13
MIR4531	0
CEACAM19	2
CEACAM16	0
NA	2
BCL3	69
MIR8085	0
CBLC	225
BCAM	41
NECTIN2	10
TOMM40	3
APOE	1205
APOC1	2370
APOC1P1	0
APOC4-APOC2	0
APOC4	0
APOC2	0
CLPTM1	33
RELB	1009
CLASRP	46
ZNF296	0
GEMIN7	50
PPP1R37	11
NKPD1	1
TRAPPC6A	9
BLOC1S3	35
EXOC3L2	39
MARK4	66
CKM	0
KLC3	213
ERCC2	159
PPP1R13L	4
POLR1G	1
ERCC1	9
MIR6088	0
FOSB	216
TRU-TCA1-1	1
RTN2	3
PPM1N	0
VASP	123
OPA3	6
GPR4	0
EML2	11
MIR330	0
EML2-AS1	0
GIPR	107
MIR642A	0
MIR642B	0
SNRPD2	23
QPCTL	9
FBXO46	84
MEIOSIN	0
SIX5	12
DMPK	344
DMWD	48
RSPH6A	0
SYMPK	1426
FOXA3	1
IRF2BP1	171
MYPOP	16
NANOS2	1
NOVA2	203
CCDC61	0
MIR769	0
PGLYRP1	0
IGFL4	2
NA	0
IGFL2	63
IGFL3	0
IGFL2-AS1	0
LOC93429	0
IGFL1	4
HIF3A	146
PPP5C	399
CCDC8	116
PNMA8A	90
PPP5D1P	0
PNMA8B	60
CALM3	3549
PTGIR	20
GNG8	0
DACT3	13
DACT3-AS1	0
PRKD2	7
MIR320E	0
STRN4	151
FKRP	39
SLC1A5	796
SNAR-E	0
AP2S1	624
ARHGAP35	2559
NPAS1	0
TMEM160	5
ZC3H4	169
SAE1	4
BBC3	81
MIR3190	0
MIR3191	0
CCDC9	209
INAFM1	680
C5AR1	0
C5AR2	7
DHX34	252
MEIS3	0
SLC8A2	0
KPTN	0
NAPA-AS1	0
NAPA	21
ZNF541	3
BICRA	21
EHD2	69
NOP53	171
SNORD23	0
SELENOW	11
TPRX1	0
CRX	0
SULT2A1	0
SNAR-A12	0
SNAR-C5	0
SNAR-A1	0
SNAR-A3	0
SNAR-C2	0
SNAR-A2	0
SNAR-C4	0
SNAR-A13	0
SNAR-C3	0
SNAR-C1	0
BSPH1	0
ELSPBP1	0
CABP5	0
PLA2G4C	1
LIG1	14
ZSWIM9	0
CARD8	95
CARD8-AS1	0
ZNF114	6
ODAD1	1
EMP3	26
TMEM143	54
SYNGR4	2
KDELR1	2292
GRIN2D	1
GRWD1	71
KCNJ14	0
CYTH2	66
LMTK3	2
SULT2B1	134
FAM83E	90
SPACA4	90
RPL18	8245
SPHK2	4
DBP	1
CA11	295
SEC1P	1
NTN5	6
FUT2	8
MAMSTR	0
RASIP1	860
IZUMO1	0
FUT1	64
FGF21	0
BCAT2	11
HSD17B14	4
PLEKHA4	223
PPP1R15A	1161
TULP2	1
NUCB1	84
NUCB1-AS1	0
DHDH	0
BAX	138
FTL	429
GYS1	8
RUVBL2	303
MIR6798	0
LHB	3
SAXO3	0
CGB3	3
SNAR-G2	0
CGB2	6
CGB1	1
SNAR-G1	0
CGB5	7
CGB8	1
CGB7	44
NA	0
NTF4	0
KCNA7	2
SNRNP70	46
LIN7B	47
C19orf73	53
PPFIA3	1
HRC	12
TRPM4	5
SLC6A16	9
MIR4324	0
CD37	16
TEAD2	5
DKKL1	2
LOC101928295	0
KASH5	1
GFY	0
PTH2	0
SLC17A7	1
PIH1D1	10
ALDH16A1	4
FLT3LG	151
RPL13A	7013
SNORD32A	1
SNORD33	1
SNORD34	1
SNORD35A	0
RPS11	569
SNORD35B	0
MIR150	0
FCGRT	37
RCN3	34
NOSIP	15
PRRG2	5
PRR12	80
RRAS	12
SCAF1	25
IRF3	324
BCL2L12	3
PRMT1	70
MIR5088	0
ADM5	7
CPT1C	37
TSKS	10
AP2A1	9
MIR6799	0
FUZ	50
MED25	3
MIR6800	0
PTOV1-AS1	9
PTOV1	32
MIR4749	0
PTOV1-AS2	0
PNKP	21
AKT1S1	80
TBC1D17	137
MIR4750	0
IL4I1	122
NUP62	0
ATF5	1033
MIR4751	0
SIGLEC11	148
SIGLEC16	183
VRK3	1092
ZNF473	2
ZNF473CR	0
LOC100287477	0
SNAR-A4	0
SNAR-A14	0
SNAR-A5	0
SNAR-A6	0
SNAR-A7	0
SNAR-A8	0
SNAR-A9	0
SNAR-A10	0
SNAR-A11	0
SNAR-B1	0
SNAR-B2	0
SNAR-D	0
IZUMO2	0
MYH14	330
KCNC3	13
NAPSB	4
NAPSA	7193
NR1H2	10
POLD1	6
SPIB	12
MYBPC2	1
GARIN5A	9
EMC10	29
JOSD2	7
ASPDH	7
LRRC4B	1
SNAR-F	0
SYT3	25
C19orf81	0
SHANK1	114
CLEC11A	54
GPR32	3
ACP4	0
C19orf48P	0
SNORD88B	0
SNORD88A	0
SNORD88C	0
LINC01869	0
KLK1	0
KLK15	0
KLK3	1
KLK2	0
KLKP1	0
KLK4	6
KLK5	0
KLK6	2
KLK7	5
KLK8	0
KLK9	0
KLK10	28
KLK11	448
KLK12	0
KLK13	2
KLK14	0
CTU1	2
SIGLEC9	12
SIGLEC7	3
LOC101928517	0
SIGLEC17P	0
MIR8074	0
CD33	41
SIGLECL1	0
IGLON5	0
VSIG10L	32
ETFB	16
CLDND2	1
NKG7	11
LIM2	0
C19orf84	0
SIGLEC10	184
SIGLEC10-AS1	0
SIGLEC8	36
CEACAM18	0
SIGLEC12	19
SIGLEC6	174
NA	0
ZNF175	2
LINC01530	0
SIGLEC5	2
SIGLEC14	64
SPACA6-AS1	0
MIR99B	0
MIRLET7E	0
MIR125A	0
SPACA6	20
HAS1	72
FPR1	189
FPR2	15
FPR3	52
ZNF577	0
ZNF649-AS1	0
ZNF649	35
ZNF613	16
ZNF350-AS1	0
ZNF350	32
ZNF615	44
ZNF614	31
ZNF432	4
ZNF841	110
ZNF616	207
ZNF836	583
PPP2R1A	61
MIR6801	0
ZNF766	657
MIR643	0
ZNF480	946
ZNF610	69
ZNF880	13
ZNF528-AS1	0
ZNF528	19
ZNF534	153
ZNF578	2
ZNF808	63
ZNF701	83
ZNF137P	0
ZNF83	81
ZNF611	48
ZNF600	26
ZNF28	343
ZNF468	163
ZNF320	81
ZNF888	62
ZNF321P	0
ZNF816-ZNF321P	0
ZNF816	0
ZNF702P	1
ERVV-1	13
ERVV-2	0
ZNF160	57
ZNF415	114
ZNF347	115
ZNF665	49
ZNF818P	2
ZNF677	2
VN1R2	0
VN1R4	0
FAM90A27P	0
BIRC8	13
ZNF845	271
ZNF525	274
ZNF765	146
ZNF761	33
TPM3P9	30
ZNF813	20
ZNF331	1469
LOC284379	0
DPRX	0
MIR512-1	0
MIR512-2	0
MIR1323	0
MIR498	0
MIR520E	0
MIR515-1	0
MIR519E	0
MIR520F	0
MIR515-2	0
MIR519C	0
MIR1283-1	0
MIR520A	0
MIR526B	0
MIR519B	0
MIR525	0
MIR523	0
MIR518F	0
MIR520B	0
MIR518B	0
MIR526A1	0
MIR520C	0
MIR518C	0
MIR524	0
MIR517A	0
MIR519D	0
MIR521-2	0
MIR520D	0
MIR517B	0
MIR520G	0
MIR516B2	0
MIR526A2	0
MIR518E	0
MIR518A1	0
MIR518D	0
MIR516B1	0
MIR518A2	0
MIR517C	0
MIR520H	0
MIR521-1	0
MIR522	0
MIR519A1	0
MIR527	0
MIR516A1	0
MIR1283-2	0
MIR516A2	0
MIR519A2	0
MIR371A	0
MIR371B	0
MIR372	0
MIR373	0
NLRP12	1
MYADM	45
PRKCG	0
CACNG7	0
CACNG8	4
MIR935	0
CACNG6	5
VSTM1	5
TARM1	0
OSCAR	12
NDUFA3	331
TFPT	108
PRPF31	40
CNOT3	35
LENG1	111
TMC4	27
MBOAT7	989
TSEN34	331
RPS9	59
LILRB3	80
LILRA6	1
LILRB5	146
LILRB2	220
MIR4752	0
LILRA5	1
LILRA4	2
LAIR1	170
TTYH1	1
LENG8-AS1	1
LENG8	82
LENG9	0
CDC42EP5	4
LAIR2	0
NA	0
KIR3DX1	4
LILRA2	1
LILRA1	10
LILRB1	38
LILRB4	228
MIR8061	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
LOC101928804	0
KIR2DL1	0
NA	0
KIR2DL4	2
KIR3DL1	0
KIR2DS4	0
KIR3DL2	5
FCAR	7
NCR1	13
NLRP7	4
NLRP2	1
GP6	0
RDH13	50
EPS8L1	310
PPP1R12C	1838
MIR7975	0
TNNT1	8
TNNI3	0
DNAAF3	0
SYT5	0
NA	0
PTPRH	16
TMEM86B	0
PPP6R1	104
MIR6804	0
MIR6802	0
MIR6803	0
HSPBP1	26
BRSK1	1
TMEM150B	1
KMT5C	1
COX6B2	0
GARIN5B	0
IL11	1
TMEM190	9
TMEM238	0
RPL28	320
MIR6805	0
UBE2S	6
SHISA7	0
ISOC2	21
ZNF628	3
NAT14	28
SSC5D	31
SBK2	0
SBK3	0
ZNF579	0
FIZ1	112
ZNF524	159
ZNF865	0
ZNF784	1
ZNF580	0
ZNF581	19
CCDC106	7
U2AF2	559
EPN1	19
NLRP9	0
RFPL4A	0
RFPL4AL1	0
NLRP11	1
NLRP4	0
NLRP13	0
NLRP8	0
NLRP5	0
LINC01864	0
ZNF787	19
ZNF444	4
GALP	0
ZSCAN5B	0
ZSCAN5A	0
EDDM13	0
ZNF542P	209
ZNF582	53
ZNF582-DT	1
ZNF583	32
ZNF667	18
ZNF667-AS1	0
ZNF471	7
ZFP28	2
ZNF470	3
ZNF71	15
SMIM17	4
ZNF835	33
ZIM2-AS1	0
ZIM2	0
PEG3	0
PEG3-AS1	0
MIMT1	0
NA	0
USP29	0
ZIM3	0
DUXA	0
ZNF264	17
AURKC	3
ZNF805	22
ZNF460-AS1	0
ZNF460	872
ZNF543	260
ZNF304	239
ZNF547	8
TRAPPC2B	0
ZNF548	24
ZNF17	304
ZNF749	12
VN1R1	5
ZNF772	25
ZNF419	44
ZNF773	33
ZNF549	24
ZNF550	9
ZNF416	71
ZIK1	9
ZNF530	77
ZNF134	2
ZNF211	197
ZSCAN4	0
ZNF551	58
ZNF154	750
ZNF671	229
ZNF776	341
ZNF586	1115
ZNF552	239
FKBP1AP1	75
ZNF587B	40
ZNF587	30
ZNF814	45
ZNF417	22
ZNF418	44
ZNF256	2
C19orf18	6
ZNF606	3
ZNF606-AS1	0
NA	0
ZSCAN1	0
ZNF135	0
ZSCAN18	16
ZNF329	83
ZNF274	6
ZNF544	275
ZNF8	376
ZSCAN22	73
MIR6806	0
A1BG	0
A1BG-AS1	0
ZNF497	0
ZNF497-AS1	0
ZNF837	26
MIR4754	0
RPS5	159
RNF225	18
ZNF584	8
ZNF324B	85
ZNF132	70
ZNF324	286
ZNF446	5
SLC27A5	2
ZBTB45	29
TRIM28	961
MIR6807	0
CHMP2A	40
UBE2M	10
MZF1-AS1	0
MZF1	31
CENPBD2P	85
FAM110C	7
SH3YL1	172
ACP1	11
ALKAL2	4
LOC101927262	0
LOC100996637	0
LOC105373352	0
NA	0
TMEM18	162
LOC105373480	0
LINC01115	0
LINC01939	0
SNTG2-AS1	0
SNTG2	22
TPO	0
LOC102723730	0
PXDN	10
MYT1L	0
NA	0
MYT1L-AS1	0
NA	0
LINC01250	0
EIPR1	0
TRAPPC12	286
ADI1	436
RNASEH1	179
RNASEH1-DT	0
RPS7	0
COLEC11	7
ALLC	0
DCDC2C	0
LINC01304	0
LOC105373395	0
LOC105373397	0
LINC01249	0
LINC01248	0
SOX11	9
NA	0
SILC1	1
MIR7158	0
LOC400940	0
LINC01247	1
LINC01246	0
MIR7515HG	0
MIR7515	0
LINC00487	0
NRIR	0
CMPK2	66
RSAD2	0
GRASLND	0
RNF144A	19
LOC101929452	0
LOC100506274	0
LOC101929551	0
LINC00298	0
LINC00299	21
LINC01814	6
ID2-AS1	0
ID2	157
KIDINS220	120
MBOAT2	12
ASAP2	10
ITGB1BP1	10
CPSF3	176
IAH1	15
ADAM17	5
LOC101929643	0
YWHAQ	27
NA	0
TAF1B	5
GRHL1	57
KLF11	263
CYS1	183
RRM2	1
NA	3
MIR4261	0
HPCAL1	275
ODC1	96
SNORA80B	20
ODC1-DT	0
NOL10	7
ATP6V1C2	0
PDIA6	1358
LINC01954	0
KCNF1	15
FLJ33534	0
C2orf50	0
SLC66A3	6
ROCK2	820
LINC00570	0
E2F6	1
GREB1	5
MIR4429	0
NTSR2	0
LPIN1	125
LOC100506405	0
MIR548S	0
MIR4262	0
MIR3681HG	0
MIR3681	0
TRIB2	542
MIR3125	0
LOC100506474	1
LINC00276	0
LRATD1	1
NA	0
NBAS	3
DDX1	28
LINC01804	0
MYCNUT	0
MYCNOS	0
MYCN	5
GACAT3	0
CYRIA	4
RAD51AP2	0
VSNL1	0
SMC6	2
GEN1	0
MSGN1	0
KCNS3	181
NT5C1B-RDH14	0
RDH14	16
NT5C1B	0
MIR4757	0
OSR1	213
LINC00954	5
TTC32	33
WDR35	441
WDR35-DT	0
MATN3	22
LAPTM4A	6616
SDC1	2327
PUM2	1786
RHOB	4474
HS1BP3-IT1	0
HS1BP3	279
GDF7	3
LDAH	8
LINC02850	0
APOB	0
TDRD15	0
LINC01822	0
LINC01884	0
NA	0
KLHL29	1
ATAD2B	15
UBXN2A	5
MFSD2B	5
WDCP	0
FKBP1B	1
SF3B6	6
FAM228B	38
TP53I3	511
PFN4	0
FAM228A	9
ITSN2	171
NCOA1	13
PTRHD1	17
CENPO	58
ADCY3	4
DNAJC27	31
DNAJC27-AS1	2
EFR3B	0
POMC	0
DNMT3A	38
MIR1301	0
DTNB	932
ASXL2	12
KIF3C	0
RAB10	29
GAREM2	5
HADHA	38
HADHB	38
ADGRF3	2
SELENOI	49
DRC1	4
OTOF	0
CIMIP2C	0
CIB4	0
KCNK3	67
SLC35F6	14
CENPA	1
DPYSL5	0
MAPRE3	0
TMEM214	1163
AGBL5-AS1	0
TRY-GTA2-1	0
AGBL5	1
OST4	633
EMILIN1	63
KHK	39
CGREF1	46
ABHD1	0
PREB	12
PRR30	0
TCF23	0
SLC5A6	4
ATRAID	31
CAD	495
SLC30A3	0
DNAJC5G	0
TRIM54	0
UCN	0
MPV17	308
GTF3C2	25
GTF3C2-AS1	0
EIF2B4	214
SNX17	28
ZNF513	266
PPM1G	16
FTH1P3	183
NRBP1	18
KRTCAP3	11
IFT172	5
FNDC4	5
GCKR	5
SPATA31H1	0
